[INFO] [WallTime: 1384350018.642965] [0.000000] spinning wheels
+0.00004, -0.00000,-0.0120
+0.00004, -0.00000,-0.0120
+0.00004, -0.00000,-0.0120
+0.00004, -0.00000,-0.0120
+0.00004, -0.00000,-0.0120
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00004, -0.00000,-0.0121
+0.00203, -0.00002,-0.0126
+0.00403, -0.00005,-0.0131
+0.00603, -0.00008,-0.0132
+0.00803, -0.00010,-0.0133
+0.01002, -0.00013,-0.0135
+0.01201, -0.00016,-0.0138
+0.01401, -0.00018,-0.0141
+0.01600, -0.00021,-0.0145
+0.01800, -0.00024,-0.0148
+0.01999, -0.00027,-0.0151
+0.02198, -0.00030,-0.0153
+0.02398, -0.00033,-0.0154
+0.02598, -0.00036,-0.0155
+0.02797, -0.00039,-0.0155
+0.02996, -0.00042,-0.0156
+0.03196, -0.00045,-0.0156
+0.03396, -0.00049,-0.0156
+0.03595, -0.00052,-0.0154
+0.03795, -0.00055,-0.0151
+0.03994, -0.00058,-0.0147
+0.04194, -0.00061,-0.0144
+0.04393, -0.00064,-0.0140
+0.04593, -0.00066,-0.0137
+0.04793, -0.00069,-0.0133
+0.04992, -0.00072,-0.0129
+0.05192, -0.00074,-0.0125
+0.05392, -0.00077,-0.0121
+0.05592, -0.00079,-0.0118
+0.05791, -0.00082,-0.0114
+0.05991, -0.00084,-0.0110
+0.06191, -0.00086,-0.0106
+0.06391, -0.00088,-0.0102
+0.06591, -0.00090,-0.0098
+0.06991, -0.00094,-0.0090
+0.07191, -0.00096,-0.0086
+0.07391, -0.00098,-0.0082
+0.07591, -0.00099,-0.0078
+0.07791, -0.00101,-0.0075
+0.07991, -0.00102,-0.0072
+0.08191, -0.00104,-0.0069
+0.08391, -0.00105,-0.0066
+0.08591, -0.00106,-0.0063
+0.08791, -0.00108,-0.0060
+0.08991, -0.00109,-0.0058
+0.09391, -0.00111,-0.0053
+0.09591, -0.00112,-0.0051
+0.09791, -0.00113,-0.0048
+0.09991, -0.00114,-0.0046
+0.10191, -0.00115,-0.0044
+0.10391, -0.00116,-0.0043
+0.10591, -0.00117,-0.0041
+0.10791, -0.00118,-0.0040
+0.10991, -0.00118,-0.0038
+0.11191, -0.00119,-0.0037
+0.11391, -0.00120,-0.0036
+0.11591, -0.00121,-0.0035
+0.11791, -0.00121,-0.0034
+0.11991, -0.00122,-0.0033
+0.12191, -0.00123,-0.0032
+0.12391, -0.00123,-0.0032
+0.12591, -0.00124,-0.0031
+0.12791, -0.00125,-0.0030
+0.12991, -0.00125,-0.0030
+0.13191, -0.00126,-0.0030
+0.13391, -0.00126,-0.0029
+0.13591, -0.00127,-0.0029
+0.13791, -0.00128,-0.0029
+0.13991, -0.00128,-0.0029
+0.14191, -0.00129,-0.0028
+0.14391, -0.00129,-0.0028
+0.14591, -0.00130,-0.0028
+0.14791, -0.00130,-0.0028
+0.14991, -0.00131,-0.0028
+0.15191, -0.00132,-0.0028
+0.15391, -0.00132,-0.0028
+0.15591, -0.00133,-0.0028
+0.15791, -0.00133,-0.0028
+0.15991, -0.00134,-0.0029
+0.16191, -0.00134,-0.0029
+0.16391, -0.00135,-0.0029
+0.16591, -0.00136,-0.0029
+0.16791, -0.00136,-0.0030
+0.16991, -0.00137,-0.0030
+0.17191, -0.00137,-0.0030
+0.17391, -0.00138,-0.0031
+0.17591, -0.00139,-0.0031
+0.17791, -0.00139,-0.0031
+0.17991, -0.00140,-0.0032
+0.18191, -0.00140,-0.0032
+0.18391, -0.00141,-0.0032
+0.18591, -0.00142,-0.0033
+0.18791, -0.00142,-0.0033
+0.18991, -0.00143,-0.0034
+0.19191, -0.00144,-0.0034
+0.19391, -0.00144,-0.0034
+0.19591, -0.00145,-0.0035
+0.19791, -0.00146,-0.0035
+0.19991, -0.00146,-0.0036
+0.20191, -0.00147,-0.0036
+0.20991, -0.00150,-0.0038
+0.21191, -0.00151,-0.0038
+0.21391, -0.00152,-0.0039
+0.21791, -0.00153,-0.0040
+0.21991, -0.00154,-0.0040
+0.22191, -0.00155,-0.0041
+0.22391, -0.00156,-0.0041
+0.22591, -0.00156,-0.0042
+0.22791, -0.00157,-0.0042
+0.22991, -0.00158,-0.0043
+0.23191, -0.00159,-0.0044
+0.23391, -0.00160,-0.0044
+0.23591, -0.00161,-0.0044
+0.23791, -0.00162,-0.0045
+0.23991, -0.00163,-0.0045
+0.24191, -0.00163,-0.0046
+0.24391, -0.00164,-0.0047
+0.24591, -0.00165,-0.0047
+0.24791, -0.00166,-0.0048
+0.24991, -0.00167,-0.0048
+0.25191, -0.00168,-0.0049
+0.25391, -0.00169,-0.0049
+0.25591, -0.00170,-0.0050
+0.25791, -0.00171,-0.0050
+0.25991, -0.00172,-0.0051
+0.26191, -0.00173,-0.0051
+0.26391, -0.00174,-0.0052
+0.26591, -0.00175,-0.0052
+0.26791, -0.00176,-0.0053
+0.26991, -0.00177,-0.0053
+0.27191, -0.00178,-0.0054
+0.27391, -0.00179,-0.0054
+0.27591, -0.00181,-0.0055
+0.27791, -0.00182,-0.0055
+0.27991, -0.00183,-0.0056
+0.28191, -0.00184,-0.0056
+0.28391, -0.00185,-0.0057
+0.28591, -0.00186,-0.0058
+0.28791, -0.00187,-0.0058
+0.28991, -0.00188,-0.0059
+0.29191, -0.00190,-0.0059
+0.29391, -0.00191,-0.0060
+0.29591, -0.00192,-0.0060
+0.29791, -0.00193,-0.0061
+0.29991, -0.00194,-0.0061
+0.30191, -0.00196,-0.0062
+0.30391, -0.00197,-0.0062
+0.30591, -0.00198,-0.0063
+0.30791, -0.00199,-0.0063
+0.30991, -0.00201,-0.0064
+0.31191, -0.00202,-0.0065
+0.31391, -0.00203,-0.0065
+0.31591, -0.00204,-0.0066
+0.31791, -0.00206,-0.0066
+0.31991, -0.00207,-0.0067
+0.32191, -0.00208,-0.0067
+0.32391, -0.00210,-0.0068
+0.32591, -0.00211,-0.0068
+0.32791, -0.00213,-0.0069
+0.32991, -0.00214,-0.0069
+0.33191, -0.00215,-0.0070
+0.33391, -0.00217,-0.0070
+0.33591, -0.00218,-0.0071
+0.33791, -0.00219,-0.0071
+0.33991, -0.00221,-0.0072
+0.34191, -0.00222,-0.0073
+0.34791, -0.00227,-0.0074
+0.34991, -0.00228,-0.0075
+0.35191, -0.00230,-0.0075
+0.35391, -0.00231,-0.0076
+0.35591, -0.00233,-0.0076
+0.35791, -0.00234,-0.0077
+0.35991, -0.00236,-0.0077
+0.36191, -0.00237,-0.0078
+0.36391, -0.00239,-0.0078
+0.36591, -0.00240,-0.0079
+0.36791, -0.00242,-0.0080
+0.36991, -0.00244,-0.0080
+0.37191, -0.00245,-0.0081
+0.37391, -0.00247,-0.0081
+0.37591, -0.00248,-0.0082
+0.37791, -0.00250,-0.0082
+0.37991, -0.00252,-0.0083
